,address,hind,üldpind,ehitusaasta,rõdu,seisukord,tubade_arv,broker,linnaosa,terrass,maaküte,autnoomne küte,gaasiküte,kombineeritud küte,kamin,õhksoojuspump,põrandaküte,tahkekütus,keskküte,ahjuküte,elektriküte,energy_class_a,energy_class_b,energy_class_c,energy_class_d,energy_class_e,energy_class_f,energy_class_g,korrus,saun,bassein
1637,Vesivärava tn 50,490000,266.0,2019,0,A,4,Baltic Sotheby's International Realty - Estonia,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,0
1638,Vesivärava tn 50,490000,228.5,2019,0,A,4,Baltic Sotheby's International Realty - Estonia,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,0
1640,Vesivärava tn 50,610000,260.7,2019,0,A,4,Baltic Sotheby's International Realty - Estonia,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,0
1642,Vesivärava tn 50,580000,236.4,2019,0,A,5,Baltic Sotheby's International Realty - Estonia,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,0
1673,Uus-Tatari tn 13,179900,75.5,2005,1,B,3,RE/MAX,Kesklinn,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1679,Virmalise 28,119000,45.7,1956,0,B,2,Skanton Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
1682,Pärnu mnt 69,106000,33.8,1911,0,B,2,Fisk OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
1745,Roosikrantsi tn 9,158000,52.5,2002,0,A,2,Landlord KVB OÜ,Kesklinn,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0
1760,Pikk tn 41,445000,148.8,1920,0,B,3,1Partner Kinnisvara,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
1774,Luise tn 4,144000,78.4,1956,0,B,3,KALROBE OÜ,Kesklinn,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
1793,Tartu mnt 47,86900,37.3,1981,1,B,2,City Property OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
1808,Peterburi tee 16,85900,43.6,1993,0,B,2,City Property OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
1809,Tornimäe 7,164000,48.5,2006,0,A,2,Domus Kinnisvara Vahendus OÜ Tallinn,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1834,Narva mnt 40,76345,14.5,2018,0,A,1,Scandium Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
1838,Narva mnt 40,72355,14.5,2018,0,A,1,Scandium Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
1861,Narva mnt 40,77345,15.5,2018,0,A,1,Scandium Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
1889,Tartu mnt 56,164000,45.5,2017,0,A,2,Tallinn Real Estate OÜ,Kesklinn,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0
1906,Narva mnt 40,104900,17.2,2018,0,A,1,Scandium Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1935,Toom-Kuninga tn 24,75000,38.4,1993,0,B,2,RE/MAX,Kesklinn,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1971,Kentmanni tn 19,115000,45.2,1932,0,B,2,LVM Kinnisvara Tallinn,Kesklinn,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0
2117,Narva mnt 19,126000,73.7,1979,1,B,3,1Partner Kinnisvara,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
2140,Tulika tn 28,54900,23.8,1993,0,B,1,City Property OÜ,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
2181,Tornimäe tn 7,215000,52.4,2006,0,B,2,Magnet OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2240,Laulupeo tn 6,245000,89.9,1911,0,B,3,Telefon 1: ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2302,Poordi tn 3,193000,56.1,2016,0,A,2,Liven Kinnisvara OÜ,Kesklinn,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
2303,Poordi tn 3,193000,56.1,2017,0,A,3,Liven Kinnisvara OÜ,Kesklinn,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0
2474,Tornimäe 7,225000,68.9,2007,0,B,3,Kinnisvarabüroo Uus Maa OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2535,Jõe 5,128000,39.5,2006,0,B,1,Arco Vara Kinnisvarabüroo AS | Tallinn,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,1,0
2564,Uue Maailma tn 24,195000,81.7,2006,1,B,3,Telefon 1: ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2580,Pärnu maantee 22,800000,178.1,2018,0,A,5,"LAAM Kinnisvara OÜ,LAAM Kinnisvara OÜ",Kesklinn,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,/,1,0
2581,Tornimäe 7,176000,58.2,2006,0,B,2,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2584,Pärnu mnt 106,135000,73.8,1991,1,B,3,Romenal OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
2647,Villardi tn 32,129000,62.5,1957,0,B,2,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2702,Uus-Sadama tn 16,65000,34.2,1993,0,B,1,City Property OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2770,Koidu tn 99,159800,61.1,2018,0,A,2,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
2771,Koidu tn 99,205470,76.1,2018,0,A,3,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2772,Koidu tn 99,265000,102.5,2018,0,A,4,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
2773,Koidu tn 99,199950,86.0,2018,1,A,1,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2774,Koidu tn 99,168000,61.4,2018,0,A,2,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0
2775,Koidu tn 99,125000,46.8,2018,0,A,2,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2776,Koidu tn 99,149000,55.3,2018,1,A,2,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2777,Koidu tn 99,163800,61.1,2018,0,A,2,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
2779,Koidu tn 99,185000,72.4,2018,0,A,3,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
2780,Koidu tn 99,209500,81.3,2018,0,A,3,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
2781,Koidu tn 99,96000,32.2,2018,0,A,1,LAAM Kinnisvara OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2782,Koidu tn 99,85000,28.2,2018,0,A,1,LAAM Kinnisvara OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2783,Koidu tn 99,275000,103.4,2018,0,A,4,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
2846,C.R. Jakobsoni 6,95000,41.8,1993,0,C,2,Kaanon kinnisvarabüroo OÜ,Kesklinn,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
2860,Gonsiori tn 17,139900,69.0,1969,1,C,3,OldeVara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
2947,Tatari 60,106000,54.7,1950,0,B,2,CKE Kinnisvara OÜ,Kesklinn,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0
3077,Lüli tn 5,165517,82.8,2014,1,A,3,MYHOME OÜ,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
3243,K. A. Hermanni tn 3,199900,81.7,1960,1,B,3,RE/MAX,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
3246,Tehnika 99,120000,68.3,1960,0,B,3,Domus Kinnisvara Vahendus OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
3261,Luise 4,155000,59.6,1955,0,B,2,Arco Vara Kinnisvarabüroo AS,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
3286,Tuukri tn 64,259900,122.5,2018,1,A,4,1Partner Kinnisvara,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
3290,Tuukri tn 64,132900,42.8,2018,1,A,2,1Partner Kinnisvara,Kesklinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
3372,Raua 28,116960,34.5,2019,1,A,2,LVM Kinnisvara Tallinn,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
3375,Raua 28,417075,112.7,2019,1,A,2,LVM Kinnisvara Tallinn,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3391,Raua 28,103680,32.4,2019,1,A,1,LVM Kinnisvara Tallinn,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3438,Uus 22,379900,146.9,1938,0,B,4,CKE Kinnisvara OÜ,Vanalinn,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0
3439,Pärnu mnt 8,259000,77.4,1993,0,B,2,CKE Kinnisvara OÜ,Kesklinn,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0
3442,Uus 22,469900,152.1,1938,1,B,5,CKE Kinnisvara OÜ,Vanalinn,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,0,0
3453,Roosikrantsi tn 8,330000,103.1,1933,0,B,4,1Partner Kinnisvara,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
3483,Tartu mnt 51,179000,60.7,2007,1,B,2,Center Kinnisvara,Kesklinn,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0
3493,Tatari tn 46,185000,82.0,1960,0,A,3,1Partner Kinnisvara,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
3502,Asula tn 6,104990,50.9,1988,0,B,2,Artal Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3683,Komeedi tn 14,176000,85.7,2011,0,A,2,Ober-Hausi Kinnisvara AS,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3708,A. Lauteri tn 8,139900,65.0,1959,0,C,3,Star KVB OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
3765,Meerhof 2,570000,157.7,2017,1,A,4,Baltic Sotheby's International Realty - Estonia,Pirita,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,1,0
3785,Tartu mnt 84,111900,35.1,2007,0,B,1,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
3829,Asula 8,133000,80.1,1949,0,B,3,Skanton Kinnisvara OÜ,Kesklinn,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
3840,Tehnika tn 14,299000,86.5,1911,0,B,4,Alfa Vara Invest OÜ,Kesklinn,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
3927,Pärnu mnt 107,66900,40.5,1993,0,B,2,Eduard Voronkov,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
4076,Katusepapi tn 40,38000,20.0,1993,0,B,1,City Property OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
4142,Narva mnt 9,180000,83.0,1958,0,B,3,Adrem Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
4273,Mustamäe tee 3,168000,56.0,2018,1,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4275,Mustamäe tee 3,168000,56.0,2018,1,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4364,Mustamäe tee 3,165000,56.8,2018,1,A,2,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4409,Mustamäe tee 3,195000,68.9,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4594,Pirita tee 26,233000,64.3,2015,0,B,2,Center Kinnisvara,Pirita,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0
4595,Magasini tn 3,199000,89.5,1931,0,B,3,City Property OÜ,Kesklinn,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
4642,Rävala pst - 13,295000,83.9,1947,1,B,3,Eco Advice OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
4754,Tõnismägi 11,309000,95.7,2019,1,A,4,Paasik OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
4859,Meerhof 2,289000,63.5,2017,0,A,2,Metro Capital OÜ,Pirita,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
4964,Tõnismägi 11,149000,52.3,2019,0,A,2,Paasik OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
4965,Tõnismägi 11,240000,62.7,2019,0,A,3,Paasik OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
4967,Tõnismägi 11,291000,96.6,2019,0,A,4,Paasik OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
4968,Tõnismägi 11,239000,75.4,2019,1,A,3,Paasik OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
4969,Tõnismägi 11,260000,61.3,2019,1,A,2,Paasik OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
4970,Tõnismägi 11,199000,55.2,2019,1,A,2,Paasik OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
4971,Tõnismägi 11,309000,100.4,2019,1,A,4,Paasik OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
4972,Tõnismägi 11,186000,60.9,2019,0,A,2,Paasik OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
4973,Tõnismägi 11,353000,117.2,2019,0,A,5,Paasik OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
5295,Kentmanni 18,550000,183.1,1956,1,B,5,Baltic Sotheby's International Realty - Estonia,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0
5303,Filmi tn 5,197000,74.4,2017,1,A,3,1Partner Kinnisvara,Kesklinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
5410,Staadioni tn 1,405000,112.6,2017,0,A,4,Stadium Real Estate OÜ,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0
5809,Tuukri tn 64,141500,42.5,2018,1,A,2,1Partner Kinnisvara,Kesklinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
5846,Rataskaevu tn 22,675000,201.6,1825,0,B,4,Luks Holding Estonia OÜ,Vanalinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
5852,Luise tn 16,48000,19.9,1993,0,B,1,City Property OÜ,Kesklinn,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5854,Rävala pst 19,960000,209.4,2005,1,B,5,LAAM Kinnisvara OÜ,Kesklinn,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,8,1,0
5878,Joa 9,274000,88.0,2018,0,A,4,Ober-Hausi Kinnisvara AS,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0
5884,Joa 9,151000,49.9,2018,1,A,2,Ober-Hausi Kinnisvara AS,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
5890,Raua tn 34,299000,93.6,1993,1,B,4,Lemmus Invest OÜ,Kesklinn,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
5917,Tartu mnt 84,299000,97.6,2006,0,B,3,"RE/MAX,RE/MAX",Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5943,Liivalaia 21,129000,45.9,2006,0,A,2,CKE Kinnisvara OÜ,Kesklinn,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
5957,Kuninga tn 1,615000,126.9,1936,0,B,4,Ober-Hausi Kinnisvara AS,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
5980,Wismari tn 23,199000,72.2,2018,0,A,3,Genero OÜ,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6019,Kesk-Kalamaja tn 7,239900,86.5,2018,0,A,4,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
6020,Kesk-Kalamaja tn 7,224900,82.0,2018,0,A,4,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6022,Kesk-Kalamaja tn 7,193900,66.5,2018,1,A,3,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6023,Kesk-Kalamaja tn 7,235900,81.9,2018,1,A,4,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
6152,Kuninga tn 1,750000,182.3,1936,0,B,4,Ober-Hausi Kinnisvara AS,Kesklinn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
6182,Koidu tn 99,370980,135.5,2018,0,A,4,LAAM Kinnisvara OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
6187,Pärnu mnt 40,181420,77.2,1937,1,C,3,KINNISVARAAGENT OÜ,Kesklinn,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0
6318,Magasini 2,139400,77.4,1904,0,B,4,RE Kinnisvara AS,Kesklinn,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6335,Raua tn 30,79000,49.4,1925,0,B,2,Alfa Vara Invest OÜ,Kadriorg,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
6347,Roosikrantsi tn 13,375000,127.0,2004,1,A,4,Leading Property Solutions OÜ,Kesklinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,1,0
6519,Kentmanni 6,689000,156.6,2015,1,B,4,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,1,0
6535,Pärnu mnt 80,89000,34.5,1984,0,B,1,City Property OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
6537,Mustamäe tee 3,249000,83.8,2018,1,A,3,LAAM Kinnisvara OÜ,Mustamäe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6566,Paadi tn 14,216900,86.1,2003,1,B,4,BestBroker Kinnisvara,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
6568,Tartu mnt 28,195000,80.9,1952,0,B,3,City Property OÜ,Kesklinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
6706,Tehnika 37,99900,38.1,1950,0,B,2,LVM Kinnisvara Tallinn,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6713,A. Reinvaldi tn 3,235000,128.5,1998,1,B,5,2Kinnisvara OÜ,Kesklinn,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
7039,Vana-Lõuna tn 39,265000,160.2,2008,0,A,4,LVM Kinnisvara Tallinn,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
7051,Wismari tn 23,357000,101.4,2018,1,A,3,Genero OÜ,Kesklinn,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
7070,Roseni 10,315000,113.4,2006,0,A,4,GloReal KINNISVARA,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
7181,Lastekodu tn 5,145000,56.5,1993,1,B,2,Ühinenud Kinnisvarakonsultandid OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
7348,Pronksi 6,627500,179.3,2018,1,A,5,Baltic Sotheby's International Realty - Estonia,Kesklinn,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0
7351,Pronksi 6,618800,171.8,2018,0,A,4,Baltic Sotheby's International Realty - Estonia,Kesklinn,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,0
7356,Kentmanni tn 19,187900,74.0,1932,1,B,3,LVM Kinnisvara Tallinn,Kesklinn,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,0
7409,Meerhof 2,525000,111.9,2017,1,A,3,MYHOME OÜ,Pirita,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0
7454,Kunderi 24,159000,76.4,1963,0,B,3,LAAM Kinnisvara OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
7472,Roosikrantsi 9,275000,103.2,2002,0,B,4,Kaanon kinnisvarabüroo OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0
7486,Roosikrantsi 23,169000,50.0,1937,0,B,2,Ober-Hausi Kinnisvara AS,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0
7526,Väike-Patarei tn 1,179000,55.7,2018,1,A,2,YIT Eesti AS,Kesklinn,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
7529,Väike-Patarei tn 1,176000,45.9,2018,1,A,2,YIT Eesti AS,Kesklinn,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
7542,Tõnismägi 11,196000,61.0,2019,1,A,2,Domus Kinnisvara Vahendus OÜ Tallinn,Kesklinn,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
7558,Tatari tn 46,215000,94.1,1960,0,B,4,1Partner Kinnisvara,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
7562,Roosikrantsi tn 8,330000,103.1,1933,0,B,4,1Partner Kinnisvara,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
7569,Tornimäe tn 5,210000,52.8,2005,0,A,2,KINNISVARAAGENT OÜ,Kesklinn,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
7576,Poordi tn 3,275000,83.1,2016,1,A,3,1Partner Kinnisvara,Kesklinn,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
7671,Uus-Tatari tn 19,78000,35.3,1993,0,B,2,LVM Kinnisvara Tallinn,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
7703,Tehnika 99,120000,68.3,1960,0,B,2,Domus Kinnisvara Vahendus OÜ,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
7730,Mardi tn 4,239000,84.8,2014,1,B,4,LVM Kinnisvara Tallinn,Kesklinn,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0
7743,Pirita tee 20,305000,63.7,2018,1,A,2,Nordic Estates OÜ,Pirita,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
